Comunidades  autónomas;Gastos y duración media de los viajes;Tipo de dato;Periodo;Total
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2016M09;6,51
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2016M08;6,62
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2016M07;6,52
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2016M06;6,18
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2016M05;5,83
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2016M04;5,91
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2016M03;6,28
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2016M02;6,30
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2016M01;7,00
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2015M12;""
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2015M11;""
13 Madrid, Comunidad de;Duración media de los viajes;Acumulado en lo que va de año;2015M10;5,38
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2020M12;13,53
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2020M11;12,93
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2020M10;12,44
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2020M09;10,80
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2020M08;10,70
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2020M07;10,69
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2020M06;11,85
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2020M05;11,93
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2020M04;10,94
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2020M03;5,21
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2020M02;-3,57
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2020M01;-1,03
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2019M12;-5,49
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2019M11;-5,80
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2019M10;-6,23
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2019M09;-5,64
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2019M08;-7,49
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2019M07;-5,70
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2019M06;-6,05
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2019M05;-1,42
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2019M04;-0,72
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2019M03;1,14
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2019M02;7,01
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2019M01;1,28
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2018M12;-11,21
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2018M11;-11,14
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2018M10;-11,30
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2018M09;-11,73
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2018M08;-10,56
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2018M07;-9,90
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2018M06;-8,60
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2018M05;-7,59
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2018M04;-5,75
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2018M03;-3,41
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2018M02;-1,52
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2018M01;4,22
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2017M12;-4,89
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2017M11;-5,94
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2017M10;-6,43
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2017M09;-5,86
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2017M08;-7,04
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2017M07;-8,02
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2017M06;-5,77
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2017M05;-5,49
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2017M04;-8,42
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2017M03;-12,97
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2017M02;-8,26
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2017M01;-9,33
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2016M12;-3,37
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2016M11;-3,66
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2016M10;-3,47
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2016M09;-5,87
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2016M08;-6,85
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2016M07;-10,11
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2016M06;-16,16
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2016M05;-21,72
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2016M04;-21,80
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2016M03;-20,66
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2016M02;-23,13
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2016M01;-24,41
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2015M12;""
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2015M11;""
13 Madrid, Comunidad de;Duración media de los viajes;Tasa de variación acumulada;2015M10;-6,43
Otras Comunidades Autónomas;Gasto total;Dato base;2020M12;100,27
Otras Comunidades Autónomas;Gasto total;Dato base;2020M11;57,64
Otras Comunidades Autónomas;Gasto total;Dato base;2020M10;117,91
Otras Comunidades Autónomas;Gasto total;Dato base;2020M09;144,12
Otras Comunidades Autónomas;Gasto total;Dato base;2020M08;272,94
Otras Comunidades Autónomas;Gasto total;Dato base;2020M07;266,76
Otras Comunidades Autónomas;Gasto total;Dato base;2020M06;20,76
Otras Comunidades Autónomas;Gasto total;Dato base;2020M05;0,00
Otras Comunidades Autónomas;Gasto total;Dato base;2020M04;0,00
Otras Comunidades Autónomas;Gasto total;Dato base;2020M03;163,75
Otras Comunidades Autónomas;Gasto total;Dato base;2020M02;326,36
Otras Comunidades Autónomas;Gasto total;Dato base;2020M01;346,58
Otras Comunidades Autónomas;Gasto total;Dato base;2019M12;354,21
Otras Comunidades Autónomas;Gasto total;Dato base;2019M11;366,91
Otras Comunidades Autónomas;Gasto total;Dato base;2019M10;619,72
Otras Comunidades Autónomas;Gasto total;Dato base;2019M09;675,71
Otras Comunidades Autónomas;Gasto total;Dato base;2019M08;923,31
Otras Comunidades Autónomas;Gasto total;Dato base;2019M07;850,49
Otras Comunidades Autónomas;Gasto total;Dato base;2019M06;649,91
Otras Comunidades Autónomas;Gasto total;Dato base;2019M05;549,22
Otras Comunidades Autónomas;Gasto total;Dato base;2019M04;497,60
Otras Comunidades Autónomas;Gasto total;Dato base;2019M03;355,14
Otras Comunidades Autónomas;Gasto total;Dato base;2019M02;302,93
Otras Comunidades Autónomas;Gasto total;Dato base;2019M01;330,59
Otras Comunidades Autónomas;Gasto total;Dato base;2018M12;340,52
Otras Comunidades Autónomas;Gasto total;Dato base;2018M11;353,30
Otras Comunidades Autónomas;Gasto total;Dato base;2018M10;614,82
Otras Comunidades Autónomas;Gasto total;Dato base;2018M09;678,90
Otras Comunidades Autónomas;Gasto total;Dato base;2018M08;917,44
Otras Comunidades Autónomas;Gasto total;Dato base;2018M07;805,71
Otras Comunidades Autónomas;Gasto total;Dato base;2018M06;621,18
Otras Comunidades Autónomas;Gasto total;Dato base;2018M05;629,70
Otras Comunidades Autónomas;Gasto total;Dato base;2018M04;519,24
Otras Comunidades Autónomas;Gasto total;Dato base;2018M03;408,79
Otras Comunidades Autónomas;Gasto total;Dato base;2018M02;285,98
Otras Comunidades Autónomas;Gasto total;Dato base;2018M01;383,72
Otras Comunidades Autónomas;Gasto total;Dato base;2017M12;343,82
Otras Comunidades Autónomas;Gasto total;Dato base;2017M11;359,98
Otras Comunidades Autónomas;Gasto total;Dato base;2017M10;567,35
Otras Comunidades Autónomas;Gasto total;Dato base;2017M09;688,53
Otras Comunidades Autónomas;Gasto total;Dato base;2017M08;832,96
Otras Comunidades Autónomas;Gasto total;Dato base;2017M07;947,33
Otras Comunidades Autónomas;Gasto total;Dato base;2017M06;617,95
Otras Comunidades Autónomas;Gasto total;Dato base;2017M05;540,27
Otras Comunidades Autónomas;Gasto total;Dato base;2017M04;480,90
Otras Comunidades Autónomas;Gasto total;Dato base;2017M03;360,26
Otras Comunidades Autónomas;Gasto total;Dato base;2017M02;266,76
Otras Comunidades Autónomas;Gasto total;Dato base;2017M01;333,45
Otras Comunidades Autónomas;Gasto total;Dato base;2016M12;366,21
Otras Comunidades Autónomas;Gasto total;Dato base;2016M11;311,50
Otras Comunidades Autónomas;Gasto total;Dato base;2016M10;537,78
Otras Comunidades Autónomas;Gasto total;Dato base;2016M09;654,33
Otras Comunidades Autónomas;Gasto total;Dato base;2016M08;807,45
Otras Comunidades Autónomas;Gasto total;Dato base;2016M07;699,37
Otras Comunidades Autónomas;Gasto total;Dato base;2016M06;567,80
Otras Comunidades Autónomas;Gasto total;Dato base;2016M05;430,35
Otras Comunidades Autónomas;Gasto total;Dato base;2016M04;371,61
Otras Comunidades Autónomas;Gasto total;Dato base;2016M03;297,68
Otras Comunidades Autónomas;Gasto total;Dato base;2016M02;219,50
Otras Comunidades Autónomas;Gasto total;Dato base;2016M01;255,58
Otras Comunidades Autónomas;Gasto total;Dato base;2015M12;338,46
Otras Comunidades Autónomas;Gasto total;Dato base;2015M11;266,94
Otras Comunidades Autónomas;Gasto total;Dato base;2015M10;506,15
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2020M12;-71,69
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2020M11;-84,29
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2020M10;-80,97
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2020M09;-78,67
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2020M08;-70,44
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2020M07;-68,63
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2020M06;-96,81
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2020M05;-100,00
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2020M04;-100,00
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2020M03;-53,89
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2020M02;7,73
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2020M01;4,84
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2019M12;4,02
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2019M11;3,85
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2019M10;0,80
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2019M09;-0,47
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2019M08;0,64
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2019M07;5,56
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2019M06;4,62
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2019M05;-12,78
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2019M04;-4,17
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2019M03;-13,12
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2019M02;5,93
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2019M01;-13,85
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2018M12;-0,96
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2018M11;-1,86
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2018M10;8,37
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2018M09;-1,40
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2018M08;10,14
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2018M07;-14,95
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2018M06;0,52
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2018M05;16,55
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2018M04;7,97
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2018M03;13,47
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2018M02;7,20
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2018M01;15,08
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2017M12;-6,11
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2017M11;15,57
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2017M10;5,50
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2017M09;5,23
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2017M08;3,16
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2017M07;35,45
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2017M06;8,83
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2017M05;25,54
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2017M04;29,41
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2017M03;21,02
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2017M02;21,53
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2017M01;30,47
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2016M12;8,20
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2016M11;16,69
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2016M10;6,25
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2016M09;6,17
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2016M08;7,56
Otras Comunidades Autónomas;Gasto total;Tasa de variación anual;2016M07;4,61
